source_file,task,outer_fold,split_strategy,screening_mode,row_policy,use_BDE,descriptor_mode,use_V7_formula_features,selected_view,selected_requested_k,selected_effective_k,n_features_after_variance,selected_model,inner_primary,inner_secondary,n_train,n_test,n_train_groups,n_test_groups,group_overlap,outer_R2,outer_RMSE,outer_MAE,n_test_neat,n_test_modified,outer_modified_R2,outer_modified_RMSE,outer_modified_MAE,conformal_alpha,conformal_q,conformal_n_calibration,outer_PICP,outer_MPIW,outer_modified_PICP,outer_modified_MPIW,selected_threshold,outer_Accuracy,outer_Balanced_Accuracy,outer_Macro_F1,outer_Weighted_F1,outer_Brier,outer_ECE,outer_TN,outer_FP,outer_FN,outer_TP,outer_ROC_AUC,outer_PR_AUC,outer_modified_Accuracy,outer_modified_Balanced_Accuracy,outer_modified_Macro_F1,outer_modified_Weighted_F1,outer_modified_Brier,outer_modified_ECE,outer_modified_TN,outer_modified_FP,outer_modified_FN,outer_modified_TP,outer_modified_ROC_AUC,outer_modified_PR_AUC
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\FS_MPa\molecule\formulation\without_BDE\FS_MPa_outer_fold_metrics.csv,FS_MPa,4,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,240.0,240,519,SoftVote,0.3185647227237456,-28.07798804587446,182,46,47,12,0,0.067157357885193,25.42008661582378,18.95557620632713,11,35,0.048641204796237,26.874170487554625,20.21653956612965,0.05,156.64019850451734,36.0,1.0,313.2803970090348,1.0,313.28039700903474,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_exploratory_fixed_baseline_inclusive_5x5\FS_MPa\molecule\formulation\without_BDE\FS_MPa_outer_fold_metrics.csv,FS_MPa,5,molecule,formulation,baseline_inclusive,0,advanced,1,morgan_r3,240.0,240,523,RF,0.525891455296624,-19.252445333561784,183,45,47,12,0,0.2525044075211808,40.28874825477886,22.22614335225865,12,33,0.2626455483659512,43.82821843573906,23.53388551542316,0.05,107.79516136054433,38.0,0.9111111111111112,215.59032272108868,0.8787878787878788,215.59032272108865,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,281,ExtraTrees,0.7188569823060676,-2.602479724000386,479,120,115,28,0,0.6744742949853715,2.8183387203416945,2.172766074713627,27,93,0.4191488507398669,3.021699374395692,2.3958443249701364,0.05,5.7198740740741165,96.0,0.95,11.43974814814823,0.935483870967742,11.439748148148237,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,281,ExtraTrees,0.7188569823060676,-2.602479724000386,479,120,115,28,0,0.6744742949853715,2.8183387203416945,2.172766074713627,27,93,0.4191488507398669,3.021699374395692,2.3958443249701364,0.05,5.7198740740741165,96.0,0.95,11.43974814814823,0.935483870967742,11.439748148148237,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,281,ExtraTrees,0.7188569823060676,-2.602479724000386,479,120,115,28,0,0.6744742949853715,2.8183387203416945,2.172766074713627,27,93,0.4191488507398669,3.021699374395692,2.3958443249701364,0.05,5.7198740740741165,96.0,0.95,11.43974814814823,0.935483870967742,11.439748148148237,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,281,ExtraTrees,0.7188569823060676,-2.602479724000386,479,120,115,28,0,0.6744742949853715,2.8183387203416945,2.172766074713627,27,93,0.4191488507398669,3.021699374395692,2.3958443249701364,0.05,5.7198740740741165,96.0,0.95,11.43974814814823,0.935483870967742,11.439748148148237,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,281,ExtraTrees,0.7188569823060676,-2.602479724000386,479,120,115,28,0,0.6744742949853715,2.8183387203416945,2.172766074713627,27,93,0.4191488507398669,3.021699374395692,2.3958443249701364,0.05,5.7198740740741165,96.0,0.95,11.43974814814823,0.935483870967742,11.439748148148237,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,102,102,RF,0.6963367793933155,-2.704704355808741,479,120,115,28,0,0.6958335883391397,2.724307778505524,2.1259085952550856,27,93,0.495330798636486,2.816580894348104,2.218744951517171,0.05,4.9659914183699065,96.0,0.9166666666666666,9.931982836739817,0.913978494623656,9.931982836739817,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,104,104,GBDT,0.7005512307326505,-2.685869885137299,479,120,115,28,0,0.7203781243986269,2.612077844235541,2.0365707342345387,27,93,0.5454533727122731,2.6730559432057786,2.0533795260314123,0.05,4.698048967433063,96.0,0.9333333333333332,9.396097934866129,0.946236559139785,9.396097934866129,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,181,181,SVR,0.5143153735810515,-3.4205888988935547,479,120,115,28,0,0.3654401763327178,3.93492835318554,3.0481722335056105,27,93,-0.1067444667608641,4.17102226246188,3.3840360675183447,0.05,5.902354424946452,96.0,0.8666666666666667,11.804708849892904,0.8494623655913979,11.804708849892904,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,283,RF,0.7147887412956904,-2.6212415061236407,479,120,115,28,0,0.7197979712749825,2.61478618009017,2.0285412022717124,27,93,0.514371798655089,2.762935698351732,2.1634182465707426,0.05,5.321715194795857,96.0,0.9333333333333332,10.643430389591714,0.935483870967742,10.643430389591712,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,181,181,SVR,0.5143153735810515,-3.4205888988935547,479,120,115,28,0,0.3654401763327178,3.93492835318554,3.0481722335056105,27,93,-0.1067444667608641,4.17102226246188,3.3840360675183447,0.05,5.902354424946452,96.0,0.8666666666666667,11.804708849892904,0.8494623655913979,11.804708849892904,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,287,GBDT,0.7300771965504067,-2.663227946370387,479,120,114,29,0,0.716373502930443,2.216335102620916,1.6160821091395932,25,95,0.3813135231113985,2.24124953601632,1.6097872898487149,0.05,6.219871091325633,96.0,0.975,12.439742182651264,0.968421052631579,12.439742182651273,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,287,GBDT,0.7300771965504067,-2.663227946370387,479,120,114,29,0,0.716373502930443,2.216335102620916,1.6160821091395932,25,95,0.3813135231113985,2.24124953601632,1.6097872898487149,0.05,6.219871091325633,96.0,0.975,12.439742182651264,0.968421052631579,12.439742182651273,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,287,GBDT,0.7300771965504067,-2.663227946370387,479,120,114,29,0,0.716373502930443,2.216335102620916,1.6160821091395932,25,95,0.3813135231113985,2.24124953601632,1.6097872898487149,0.05,6.219871091325633,96.0,0.975,12.439742182651264,0.968421052631579,12.439742182651273,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,287,GBDT,0.7300771965504067,-2.663227946370387,479,120,114,29,0,0.716373502930443,2.216335102620916,1.6160821091395932,25,95,0.3813135231113985,2.24124953601632,1.6097872898487149,0.05,6.219871091325633,96.0,0.975,12.439742182651264,0.968421052631579,12.439742182651273,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,287,GBDT,0.7300771965504067,-2.663227946370387,479,120,114,29,0,0.716373502930443,2.216335102620916,1.6160821091395932,25,95,0.3813135231113985,2.24124953601632,1.6097872898487149,0.05,6.219871091325633,96.0,0.975,12.439742182651264,0.968421052631579,12.439742182651273,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,109,109,XGB,0.7418299568388581,-2.6046026323141382,479,120,114,29,0,0.6482381021107471,2.4682345215476933,1.7296315097808836,25,95,0.2009383798335963,2.547094374776587,1.7473600809197678,0.05,6.519720077514648,96.0,0.975,13.039440155029297,0.968421052631579,13.039440155029297,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,111,111,XGB,0.7395525644793552,-2.61606538401305,479,120,114,29,0,0.6586360758707279,2.431480749077152,1.695965922673543,25,95,0.2298974997350029,2.500513293065995,1.703641550164474,0.05,6.662515640258789,96.0,0.975,13.325031280517578,0.968421052631579,13.325031280517578,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,183,183,SVR,0.5197826674195936,-3.552282260095355,479,120,114,29,0,0.5121472617003797,2.9067414106627054,2.328029338541367,25,95,-0.2212243968157408,3.148854813977175,2.608276327922997,0.05,8.704997694871217,96.0,1.0,17.40999538974244,1.0,17.409995389742427,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,288,GBDT,0.7282857230974062,-2.6720512318315484,479,120,114,29,0,0.7159800274990118,2.217871932169923,1.632654651355295,25,95,0.3803544070269565,2.2429861070384907,1.6307886477346332,0.05,5.91871577240709,96.0,0.975,11.837431544814184,0.968421052631579,11.837431544814171,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,183,183,SVR,0.5197826674195936,-3.552282260095355,479,120,114,29,0,0.5121472617003797,2.9067414106627054,2.328029338541367,25,95,-0.2212243968157408,3.148854813977175,2.608276327922997,0.05,8.704997694871217,96.0,1.0,17.40999538974244,1.0,17.409995389742427,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.7197376940993883,-2.684074688414535,479,120,114,29,0,0.7239671185198906,2.307405908438923,1.8319615308334287,26,94,0.4174060250842547,2.3418409374351783,1.8605999465205496,0.05,5.288106809419691,96.0,0.9666666666666668,10.57621361883938,0.9680851063829788,10.57621361883938,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.7197376940993883,-2.684074688414535,479,120,114,29,0,0.7239671185198906,2.307405908438923,1.8319615308334287,26,94,0.4174060250842547,2.3418409374351783,1.8605999465205496,0.05,5.288106809419691,96.0,0.9666666666666668,10.57621361883938,0.9680851063829788,10.57621361883938,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.7197376940993883,-2.684074688414535,479,120,114,29,0,0.7239671185198906,2.307405908438923,1.8319615308334287,26,94,0.4174060250842547,2.3418409374351783,1.8605999465205496,0.05,5.288106809419691,96.0,0.9666666666666668,10.57621361883938,0.9680851063829788,10.57621361883938,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.7197376940993883,-2.684074688414535,479,120,114,29,0,0.7239671185198906,2.307405908438923,1.8319615308334287,26,94,0.4174060250842547,2.3418409374351783,1.8605999465205496,0.05,5.288106809419691,96.0,0.9666666666666668,10.57621361883938,0.9680851063829788,10.57621361883938,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.7197376940993883,-2.684074688414535,479,120,114,29,0,0.7239671185198906,2.307405908438923,1.8319615308334287,26,94,0.4174060250842547,2.3418409374351783,1.8605999465205496,0.05,5.288106809419691,96.0,0.9666666666666668,10.57621361883938,0.9680851063829788,10.57621361883938,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,109,109,ExtraTrees,0.7286360752691823,-2.64112105252152,479,120,114,29,0,0.6944094143985076,2.4278037405988777,1.900784076706745,26,94,0.3468626115655858,2.479571704690815,1.9465590515079856,0.05,5.986259259259352,96.0,0.9583333333333334,11.972518518518708,0.946808510638298,11.972518518518704,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,111,111,GBDT,0.7285936045945052,-2.6413277229633825,479,120,114,29,0,0.7027107772624339,2.3946010777812923,1.877536162503248,26,94,0.3623222429097052,2.450050485066668,1.913924841547632,0.05,5.702332216878894,96.0,0.9666666666666668,11.404664433757784,0.9680851063829788,11.404664433757784,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,191,191,SVR,0.4883620919775321,-3.6265494891612686,479,120,114,29,0,0.3967414664919685,3.411106884190728,2.5883676592302494,26,94,-0.4398419724695777,3.6815594157022975,2.8662689353751807,0.05,8.571453180668243,96.0,0.9666666666666668,17.142906361336486,0.9574468085106383,17.14290636133648,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,297,RF,0.7190180017097363,-2.687518729149795,479,120,114,29,0,0.719758740682492,2.3249286473146027,1.8406301643588776,26,94,0.4108875248497525,2.3549056348782478,1.8594502333170064,0.05,5.7717773015873135,96.0,0.9833333333333332,11.54355460317463,0.9787234042553192,11.54355460317463,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,191,191,SVR,0.4883620919775321,-3.6265494891612686,479,120,114,29,0,0.3967414664919685,3.411106884190728,2.5883676592302494,26,94,-0.4398419724695777,3.6815594157022975,2.8662689353751807,0.05,8.571453180668243,96.0,0.9666666666666668,17.142906361336486,0.9574468085106383,17.14290636133648,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,SoftVote,0.6573071135546796,-2.908264203176417,479,120,114,29,0,0.7706237383570309,2.323422327169184,1.7223489781219394,28,92,0.5522375623183521,2.522986201916387,1.8549703742637864,0.05,6.697790075420855,96.0,0.9833333333333332,13.39558015084171,0.9782608695652174,13.395580150841706,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,SoftVote,0.6573071135546796,-2.908264203176417,479,120,114,29,0,0.7706237383570309,2.323422327169184,1.7223489781219394,28,92,0.5522375623183521,2.522986201916387,1.8549703742637864,0.05,6.697790075420855,96.0,0.9833333333333332,13.39558015084171,0.9782608695652174,13.395580150841706,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,SoftVote,0.6573071135546796,-2.908264203176417,479,120,114,29,0,0.7706237383570309,2.323422327169184,1.7223489781219394,28,92,0.5522375623183521,2.522986201916387,1.8549703742637864,0.05,6.697790075420855,96.0,0.9833333333333332,13.39558015084171,0.9782608695652174,13.395580150841706,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,SoftVote,0.6573071135546796,-2.908264203176417,479,120,114,29,0,0.7706237383570309,2.323422327169184,1.7223489781219394,28,92,0.5522375623183521,2.522986201916387,1.8549703742637864,0.05,6.697790075420855,96.0,0.9833333333333332,13.39558015084171,0.9782608695652174,13.395580150841706,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,SoftVote,0.6573071135546796,-2.908264203176417,479,120,114,29,0,0.7706237383570309,2.323422327169184,1.7223489781219394,28,92,0.5522375623183521,2.522986201916387,1.8549703742637864,0.05,6.697790075420855,96.0,0.9833333333333332,13.39558015084171,0.9782608695652174,13.395580150841706,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,109,109,GBDT,0.6507304269284215,-2.936038118108816,479,120,114,29,0,0.7807432652933897,2.2715923334867765,1.8427986551866355,28,92,0.5976838927448509,2.391524071176473,1.884964183702739,0.05,7.136712080778757,96.0,0.9833333333333332,14.27342416155751,0.9782608695652174,14.273424161557518,,,,,,,,,,,,,,,,,,,,,,,,,
