cid,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date,Query_ID,Source_Type,Source_Database,Source_File,SMILES_raw,Canonical_SMILES,Computed_InChIKey,Computed_Formula,Computed_MW,Murcko_Scaffold_SMILES,Computed_DOPO_Count,Computed_Formal_Charge,Computed_Fragment_Count,Computed_Isotopic_Atom_Count,smiles_valid,contains_DOPO,single_component,neutral,non_isotopic,P_molecular_wt_pct,N_molecular_wt_pct,S_molecular_wt_pct,B_molecular_wt_pct,Si_molecular_wt_pct,Candidate_ID,Candidate_Name,Synthesis_Level,synthesis_feasible,PubChem_Canonical_Duplicate,is_unique_pubchem,Standardization_Eligible,Exclusion_Reason,Model_Identity_SMILES,Training_Duplicate,Designed_Duplicate,Training_ModelIdentity_Duplicate,Designed_ModelIdentity_Duplicate,PubChem_ModelIdentity_Duplicate,Matched_Training_Candidate_ID,Matched_Designed_Candidate_ID,Existing_Structure_Duplicate,Public_Record,Public_Source_Eligible,candidate_feasible,Public_Exclusion_Reason
72315485,"2-(7,9-Dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-3-[4-[4-[2-(7,9-dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-1-isocyanoethenyl]-2-methylphenyl]-3-methylphenyl]prop-2-enenitrile",,C44H26Br4N2O4P2,"InChI=1S/C44H26Br4N2O4P2/c1-25-16-27(18-31(23-49)56(52)44-37(20-30(46)22-39(44)48)35-9-5-7-11-42(35)54-56)12-14-32(25)33-15-13-28(17-26(33)2)40(50-3)24-55(51)43-36(19-29(45)21-38(43)47)34-8-4-6-10-41(34)53-55/h4-22,24H,1-2H3",CC1=C(C=CC(=C1)C=C(C#N)P2(=O)C3=C(C=C(C=C3Br)Br)C4=CC=CC=C4O2)C5=C(C=C(C=C5)C(=CP6(=O)C7=C(C=C(C=C7Br)Br)C8=CC=CC=C8O6)[N+]#[C-])C,RJKXAJOTFJOQFB-UHFFFAOYSA-N,"2-(7,9-dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-3-[4-[4-[2-(7,9-dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-1-isocyanoethenyl]-2-methylphenyl]-3-methylphenyl]prop-2-enenitrile",,Patents,,IBM,Research and Development,,1028.2,80.8,1740,11.6,56,0,6,5,1027.80603,1023.81012,0,1,0,2,0,2,2,0,2,0,1,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,CC1=C(C=CC(=C1)C=C(C#N)P2(=O)C3=C(C=C(C=C3Br)Br)C4=CC=CC=C4O2)C5=C(C=C(C=C5)C(=CP6(=O)C7=C(C=C(C=C7Br)Br)C8=CC=CC=C8O6)[N+]#[C-])C,[C-]#[N+]C(=CP1(=O)Oc2ccccc2-c2cc(Br)cc(Br)c21)c1ccc(-c2ccc(C=C(C#N)P3(=O)Oc4ccccc4-c4cc(Br)cc(Br)c43)cc2C)c(C)c1,RJKXAJOTFJOQFB-UHFFFAOYSA-N,C44H26Br4N2O4P2,1028.2659999999996,O=P1(C=Cc2ccc(-c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,6.024511167343861,2.724392326499176,0.0,0.0,0.0,PUBCHEM_72315485,"2-(7,9-Dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-3-[4-[4-[2-(7,9-dibromo-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-1-isocyanoethenyl]-2-methylphenyl]-3-methylphenyl]prop-2-enenitrile",PUBLIC_UNVERIFIED,False,False,True,True,,[C-]#[N+]C(=CP1(=O)Oc2ccccc2-c2cc(Br)cc(Br)c21)c1ccc(-c2ccc(C=C(C#N)P3(=O)Oc4ccccc4-c4cc(Br)cc(Br)c43)cc2C)c(C)c1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315486,"2-Methoxy-6-[2-[4-[[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-phenylphosphoryl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C48H37O7P3,"InChI=1S/C48H37O7P3/c1-52-36-20-26-45-43(32-36)41-12-6-8-14-47(41)56(49,54-45)30-28-34-16-22-39(23-17-34)58(51,38-10-4-3-5-11-38)40-24-18-35(19-25-40)29-31-57(50)48-15-9-7-13-42(48)44-33-37(53-2)21-27-46(44)55-57/h3-33H,1-2H3",COC1=CC2=C(C=C1)OP(=O)(C3=CC=CC=C32)C=CC4=CC=C(C=C4)P(=O)(C5=CC=CC=C5)C6=CC=C(C=C6)C=CP7(=O)C8=CC=CC=C8C9=C(O7)C=CC(=C9)OC,YEJXNJIBGHVZIJ-UHFFFAOYSA-N,"2-methoxy-6-[2-[4-[[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-phenylphosphoryl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,818.7,88.1,1490,9.1,58,0,7,9,818.175232,818.175232,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC2=C(C=C1)OP(=O)(C3=CC=CC=C32)C=CC4=CC=C(C=C4)P(=O)(C5=CC=CC=C5)C6=CC=C(C=C6)C=CP7(=O)C8=CC=CC=C8C9=C(O7)C=CC(=C9)OC,COc1ccc2c(c1)-c1ccccc1P(=O)(C=Cc1ccc(P(=O)(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccc(OC)cc5-c5ccccc54)cc3)cc1)O2,YEJXNJIBGHVZIJ-UHFFFAOYSA-N,C48H37O7P3,818.7390000000001,O=P1(C=Cc2ccc(P(=O)(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,11.34940438894446,0.0,0.0,0.0,0.0,PUBCHEM_72315486,"2-Methoxy-6-[2-[4-[[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-phenylphosphoryl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,COc1ccc2c(c1)-c1ccccc1P(=O)(C=Cc1ccc(P(=O)(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccc(OC)cc5-c5ccccc54)cc3)cc1)O2,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315487,"4-[2-[4-(2,8-dimethyl-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)phenyl]ethenyl]-N,N-diphenylaniline",,C40H32NO2P,"InChI=1S/C40H32NO2P/c1-29-14-26-39-38(27-29)37-25-13-30(2)28-40(37)44(42,43-39)36-23-19-32(20-24-36)16-15-31-17-21-35(22-18-31)41(33-9-5-3-6-10-33)34-11-7-4-8-12-34/h3-28H,1-2H3",CC1=CC2=C(C=C1)OP(=O)(C3=C2C=CC(=C3)C)C4=CC=C(C=C4)C=CC5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,HWTUHSNQKKHCDT-UHFFFAOYSA-N,"4-[2-[4-(2,8-dimethyl-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)phenyl]ethenyl]-N,N-diphenylaniline",,Patents,,IBM,Research and Development,,589.7,29.5,965,10.3,44,0,3,6,589.217041,589.217041,0,1,0,1,0,1,1,0,1,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,CC1=CC2=C(C=C1)OP(=O)(C3=C2C=CC(=C3)C)C4=CC=C(C=C4)C=CC5=CC=C(C=C5)N(C6=CC=CC=C6)C7=CC=CC=C7,Cc1ccc2c(c1)-c1ccc(C)cc1P(=O)(c1ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc1)O2,HWTUHSNQKKHCDT-UHFFFAOYSA-N,C40H32NO2P,589.6750000000002,O=P1(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,5.252723958112518,2.3753762665875264,0.0,0.0,0.0,PUBCHEM_72315487,"4-[2-[4-(2,8-dimethyl-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)phenyl]ethenyl]-N,N-diphenylaniline",PUBLIC_UNVERIFIED,False,False,True,True,,Cc1ccc2c(c1)-c1ccc(C)cc1P(=O)(c1ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc1)O2,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315488,"4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]-N-[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-N-phenylaniline",,C48H37NO6P2,"InChI=1S/C48H37NO6P2/c1-52-39-24-26-45-43(32-39)41-12-6-8-14-47(41)56(50,54-45)30-28-34-16-20-37(21-17-34)49(36-10-4-3-5-11-36)38-22-18-35(19-23-38)29-31-57(51)48-15-9-7-13-42(48)44-33-40(53-2)25-27-46(44)55-57/h3-33H,1-2H3",COC1=CC2=C(C=C1)OP(=O)(C3=CC=CC=C32)C=CC4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=C(C=C6)C=CP7(=O)C8=CC=CC=C8C9=C(O7)C=CC(=C9)OC,XKVKOSIHGCEISM-UHFFFAOYSA-N,"4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]-N-[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-N-phenylaniline",,Patents,,IBM,Research and Development,,785.8,74.3,1380,10.2,57,0,7,9,785.209595,785.209595,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC2=C(C=C1)OP(=O)(C3=CC=CC=C32)C=CC4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=C(C=C6)C=CP7(=O)C8=CC=CC=C8C9=C(O7)C=CC(=C9)OC,COc1ccc2c(c1)-c1ccccc1P(=O)(C=Cc1ccc(N(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccc(OC)cc5-c5ccccc54)cc3)cc1)O2,XKVKOSIHGCEISM-UHFFFAOYSA-N,C48H37NO6P2,785.7730000000001,O=P1(C=Cc2ccc(N(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,7.883701781557777,1.782575883874859,0.0,0.0,0.0,PUBCHEM_72315488,"4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]-N-[4-[2-(2-methoxy-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]-N-phenylaniline",PUBLIC_UNVERIFIED,False,False,True,True,,COc1ccc2c(c1)-c1ccccc1P(=O)(C=Cc1ccc(N(c3ccccc3)c3ccc(C=CP4(=O)Oc5ccc(OC)cc5-c5ccccc54)cc3)cc1)O2,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315489,"9-Chloro-6-[2-[4-[4-[2-(9-chloro-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)-2-phenylethenyl]phenyl]phenyl]-1-phenylethenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",,C52H34Cl2O4P2,"InChI=1S/C52H34Cl2O4P2/c53-41-27-29-49-45(33-41)43-15-7-9-17-47(43)57-59(49,55)51(39-11-3-1-4-12-39)31-35-19-23-37(24-20-35)38-25-21-36(22-26-38)32-52(40-13-5-2-6-14-40)60(56)50-30-28-42(54)34-46(50)44-16-8-10-18-48(44)58-60/h1-34H",C1=CC=C(C=C1)C(=CC2=CC=C(C=C2)C3=CC=C(C=C3)C=C(C4=CC=CC=C4)P5(=O)C6=C(C=C(C=C6)Cl)C7=CC=CC=C7O5)P8(=O)C9=C(C=C(C=C9)Cl)C1=CC=CC=C1O8,SAYHQEJBPUFGSI-UHFFFAOYSA-N,"9-chloro-6-[2-[4-[4-[2-(9-chloro-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)-2-phenylethenyl]phenyl]phenyl]-1-phenylethenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,855.7,52.6,1500,13.2,60,0,4,7,854.13092,854.13092,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C(C=C1)C(=CC2=CC=C(C=C2)C3=CC=C(C=C3)C=C(C4=CC=CC=C4)P5(=O)C6=C(C=C(C=C6)Cl)C7=CC=CC=C7O5)P8(=O)C9=C(C=C(C=C9)Cl)C1=CC=CC=C1O8,O=P1(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)P4(=O)Oc5ccccc5-c5cc(Cl)ccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2cc(Cl)ccc21,SAYHQEJBPUFGSI-UHFFFAOYSA-N,C52H34Cl2O4P2,855.6940000000001,O=P1(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,7.239503841326455,0.0,0.0,0.0,0.0,PUBCHEM_72315489,"9-Chloro-6-[2-[4-[4-[2-(9-chloro-6-oxobenzo[c][1,2]benzoxaphosphinin-6-yl)-2-phenylethenyl]phenyl]phenyl]-1-phenylethenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C(=Cc2ccc(-c3ccc(C=C(c4ccccc4)P4(=O)Oc5ccccc5-c5cc(Cl)ccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2cc(Cl)ccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315493,"6-[4-[2-(4-Carbazol-9-ylphenyl)ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C40H30NO4P,"InChI=1S/C40H30NO4P/c1-43-37-26-40(46(42)39-18-10-6-14-33(39)32-13-5-9-17-36(32)45-46)38(44-2)25-28(37)22-19-27-20-23-29(24-21-27)41-34-15-7-3-11-30(34)31-12-4-8-16-35(31)41/h3-26H,1-2H3",COC1=CC(=C(C=C1C=CC2=CC=C(C=C2)N3C4=CC=CC=C4C5=CC=CC=C53)OC)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,XBJYYPHJSAJOCR-UHFFFAOYSA-N,"6-[4-[2-(4-carbazol-9-ylphenyl)ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,619.6,49.7,1080,9.3,46,0,4,6,619.191223,619.191223,0,1,0,1,0,1,1,0,1,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC(=C(C=C1C=CC2=CC=C(C=C2)N3C4=CC=CC=C4C5=CC=CC=C53)OC)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,XBJYYPHJSAJOCR-UHFFFAOYSA-N,C40H30NO4P,619.6570000000002,O=P1(c2ccc(C=Cc3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,4.998571790522821,2.260444084388621,0.0,0.0,0.0,PUBCHEM_72315493,"6-[4-[2-(4-Carbazol-9-ylphenyl)ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315494,"6-[2-[10-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]anthracen-9-yl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C42H28O4P2,InChI=1S/C42H28O4P2/c43-47(41-23-11-7-19-37(41)35-17-5-9-21-39(35)45-47)27-25-33-29-13-1-2-14-30(29)34(32-16-4-3-15-31(32)33)26-28-48(44)42-24-12-8-20-38(42)36-18-6-10-22-40(36)46-48/h1-28H,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C=CP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4)C=CP7(=O)C8=CC=CC=C8C9=CC=CC=C9O7,FQWYJZGQSSDHQU-UHFFFAOYSA-N,"6-[2-[10-[2-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]anthracen-9-yl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,658.6,52.6,1190,9.6,48,0,4,4,658.146301,658.146301,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C=CP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4)C=CP7(=O)C8=CC=CC=C8C9=CC=CC=C9O7,O=P1(C=Cc2c3ccccc3c(C=CP3(=O)Oc4ccccc4-c4ccccc43)c3ccccc23)Oc2ccccc2-c2ccccc21,FQWYJZGQSSDHQU-UHFFFAOYSA-N,C42H28O4P2,658.6300000000001,O=P1(C=Cc2c3ccccc3c(C=CP3(=O)Oc4ccccc4-c4ccccc43)c3ccccc23)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,9.405584318965124,0.0,0.0,0.0,0.0,PUBCHEM_72315494,"6-[2-[10-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]anthracen-9-yl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C=Cc2c3ccccc3c(C=CP3(=O)Oc4ccccc4-c4ccccc43)c3ccccc23)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72631925,"N'-[(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]methanimidamide",,C14H13N2O2P,"InChI=1S/C14H13N2O2P/c15-9-16-10-19(17)14-8-4-2-6-12(14)11-5-1-3-7-13(11)18-19/h1-9H,10H2,(H2,15,16)",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)CN=CN,CRYJKOGGGFSMFM-UHFFFAOYSA-N,"N'-[(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]methanimidamide",,Patents,,Google Patents|IBM,Research and Development,,272.24,64.7,399,1.6,19,1,3,2,272.071472,272.071472,0,1,0,1,0,1,1,0,1,0,2,1,1,20140109,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)CN=CN,NC=NCP1(=O)Oc2ccccc2-c2ccccc21,CRYJKOGGGFSMFM-UHFFFAOYSA-N,C14H13N2O2P,272.244,O=[PH]1Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,11.377293898120804,10.290033940141932,0.0,0.0,0.0,PUBCHEM_72631925,"N'-[(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]methanimidamide",PUBLIC_UNVERIFIED,False,False,True,True,,NC=NCP1(=O)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
76658001,"6-[4-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)sulfanylbut-2-enylsulfanyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C28H22O4P2S2,"InChI=1S/C28H22O4P2S2/c29-33(27-17-7-3-13-23(27)21-11-1-5-15-25(21)31-33)35-19-9-10-20-36-34(30)28-18-8-4-14-24(28)22-12-2-6-16-26(22)32-34/h1-18H,19-20H2",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)SCC=CCSP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,HUPRIBYHKHYLLS-UHFFFAOYSA-N,"6-[4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)sulfanylbut-2-enylsulfanyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,548.6,103.0,827,6.0,36,0,6,6,548.043457,548.043457,0,1,0,2,0,2,1,0,1,0,3,1,1,20140804,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)SCC=CCSP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,O=P1(SCC=CCSP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,HUPRIBYHKHYLLS-UHFFFAOYSA-N,C28H22O4P2S2,548.5620000000002,O=P1(SCC=CCSP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,11.292798261636785,0.0,11.69129469412755,0.0,0.0,PUBCHEM_76658001,"6-[4-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)sulfanylbut-2-enylsulfanyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(SCC=CCSP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
88551352,"1,3,5-Tris[3-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)propyl]-1,3,5-triazinane-2,4,6-trione",SCHEMBL10013835,C48H42N3O9P3,"InChI=1S/C48H42N3O9P3/c52-46-49(28-13-31-61(55)43-25-10-4-19-37(43)34-16-1-7-22-40(34)58-61)47(53)51(30-15-33-63(57)45-27-12-6-21-39(45)36-18-3-9-24-42(36)60-63)48(54)50(46)29-14-32-62(56)44-26-11-5-20-38(44)35-17-2-8-23-41(35)59-62/h1-12,16-27H,13-15,28-33H2",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)CCCN4C(=O)N(C(=O)N(C4=O)CCCP5(=O)C6=CC=CC=C6C7=CC=CC=C7O5)CCCP8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,UGZHBZSRPZJLJO-UHFFFAOYSA-N,"1,3,5-tris[3-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)propyl]-1,3,5-triazinane-2,4,6-trione",,Patents,,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,,897.8,140.0,1620,7.3,63,0,9,12,897.213379,897.213379,0,1,0,3,0,3,0,0,0,0,3,2,1,20150213,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)CCCN4C(=O)N(C(=O)N(C4=O)CCCP5(=O)C6=CC=CC=C6C7=CC=CC=C7O5)CCCP8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,O=c1n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n1CCCP1(=O)Oc2ccccc2-c2ccccc21,UGZHBZSRPZJLJO-UHFFFAOYSA-N,C48H42N3O9P3,897.798,O=c1n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n1CCCP1(=O)Oc2ccccc2-c2ccccc21,3,0,1,0,True,True,True,True,True,10.349989641322434,4.680451504681455,0.0,0.0,0.0,PUBCHEM_88551352,"1,3,5-Tris[3-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)propyl]-1,3,5-triazinane-2,4,6-trione",PUBLIC_UNVERIFIED,False,False,True,True,,O=c1n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n(CCCP2(=O)Oc3ccccc3-c3ccccc32)c(=O)n1CCCP1(=O)Oc2ccccc2-c2ccccc21,True,False,True,False,False,TRAIN_050,,True,True,False,False,duplicate_training_structure;duplicate_training_model_identity
